Expected_Speed,Variant,SPZ,Antena,First_time,Last_time,Seen,Pass_Number,RSSI_AVG
20,A,Side3,9,1737988041274,1737988041609,10,20,-58.43
20,A,Side2,9,1737988041278,1737988041613,10,18,-54.93
20,A,Back1,9,1737988041589,1737988042151,14,28,-64.15
20,A,Back2,9,1737988041683,1737988042123,10,17,-64.53
20,A,Back3,9,1737988041897,1737988042078,6,11,-67.72
20,A,Front3,9,1737988084675,1737988085595,20,31,-60.01
20,A,Front2,9,1737988084808,1737988085494,17,30,-64.02
20,A,Front1,9,1737988084937,1737988085523,14,21,-63.84
20,A,Side1,9,1737988085692,1737988086019,10,20,-57.88
20,A,Side2,9,1737988085765,1737988086068,9,19,-55.58
20,A,Side3,9,1737988085766,1737988086099,10,21,-58.02
20,A,Back1,9,1737988086066,1737988086609,14,29,-64.78
20,A,Back2,9,1737988086281,1737988086584,9,18,-64.15
20,A,Back3,9,1737988086352,1737988086506,5,12,-67.63
20,A,Front2,9,1737988127491,1737988128245,15,31,-65.40
20,A,Front3,9,1737988127621,1737988128350,16,32,-60.43
20,A,Front1,9,1737988127760,1737988128278,10,22,-64.40
20,A,Side1,9,1737988128445,1737988128747,9,21,-58.75
20,A,Side2,9,1737988128515,1737988128772,8,20,-55.74
20,A,Side3,9,1737988128517,1737988128821,9,22,-57.97
20,A,Back1,9,1737988128834,1737988129332,14,30,-65.32
20,A,Back2,9,1737988129002,1737988129260,8,19,-64.81
20,A,Back3,9,1737988129072,1737988129224,5,13,-68.35
30,A,Front2,9,1737988164941,1737988165555,15,32,-64.41
30,A,Front3,9,1737988165101,1737988165587,14,33,-60.06
30,A,Front1,9,1737988165105,1737988165486,11,23,-64.00
30,A,Side1,9,1737988165740,1737988165970,7,22,-59.53
30,A,Side2,9,1737988165741,1737988166002,8,21,-57.94
30,A,Side3,9,1737988165743,1737988166000,8,23,-59.62
30,A,Back1,9,1737988166064,1737988166396,10,31,-64.47
30,A,Back2,9,1737988166207,1737988166395,6,20,-65.44
30,A,Back3,9,1737988166283,1737988166378,3,14,-69.64
30,A,Front3,9,1737988205049,1737988205710,17,34,-60.43
30,A,Front2,9,1737988205053,1737988205590,14,33,-63.41
30,A,Front1,9,1737988205184,1737988205558,11,24,-63.59
30,A,Side1,9,1737988205782,1737988205933,5,23,-58.75
30,A,Side2,9,1737988205855,1737988206065,4,22,-56.19
30,A,Side3,9,1737988205857,1737988206107,5,24,-59.19
30,A,Back1,9,1737988206109,1737988206495,11,32,-65.00
30,A,Back2,9,1737988206133,1737988206516,9,21,-65.75
30,A,Back3,9,1737988206346,1737988206415,3,15,-67.18
30,A,Front3,9,1737988244315,1737988244925,15,35,-60.50
30,A,Front2,9,1737988244317,1737988244851,13,34,-64.14
30,A,Front1,9,1737988244480,1737988244779,9,25,-64.00
30,A,Side1,9,1737988244995,1737988245240,8,24,-59.31
30,A,Side3,9,1737988245064,1737988245286,7,25,-57.82
30,A,Side2,9,1737988245069,1737988245288,7,23,-56.90
30,A,Back1,9,1737988245301,1737988245677,7,33,-64.71
30,A,Back2,9,1737988245529,1737988245633,4,22,-65.21
30,A,Back3,9,1737988245531,1737988245600,3,16,-67.50
50,A,Front2,9,1737988294007,1737988294307,9,35,-63.88
50,A,Front3,9,1737988294010,1737988294380,11,36,-60.41
50,A,Front1,9,1737988294084,1737988294262,6,26,-63.29
50,A,Side1,9,1737988294450,1737988294610,5,25,-58.61
50,A,Side2,9,1737988294452,1737988294616,5,24,-56.45
50,A,Side3,9,1737988294474,1737988294645,6,26,-59.00
50,A,Back1,9,1737988294706,1737988294879,6,34,-63.25
50,A,Back2,9,1737988294773,1737988294882,4,23,-65.20
50,A,Back3,9,1737988294778,1737988294851,3,17,-68.36
50,A,Front2,9,1737988337276,1737988337589,8,36,-63.92
50,A,Front3,9,1737988337279,1737988337662,10,37,-61.38
50,A,Front1,9,1737988337404,1737988337556,5,27,-63.58
50,A,Side1,9,1737988337706,1737988337852,5,26,-58.72
50,A,Side3,9,1737988337774,1737988337880,4,27,-59.10
50,A,Side2,9,1737988337777,1737988337883,4,25,-56.33
50,A,Back1,9,1737988337961,1737988338155,6,35,-64.54
50,A,Back2,9,1737988338032,1737988338117,3,24,-64.94
50,A,Back3,9,1737988338036,1737988338079,2,18,-68.75
40,A,Front2,9,1737988456615,1737988456943,9,37,-65.40
40,A,Front3,9,1737988456616,1737988457037,12,38,-63.12
40,A,Front1,9,1737988456619,1737988456894,8,28,-65.37
40,A,Side1,9,1737988457100,1737988457304,6,27,-61.58
40,A,Side3,9,1737988457170,1737988457338,5,28,-61.46
40,A,Side2,9,1737988457173,1737988457279,4,26,-58.91
40,A,Back2,9,1737988457495,1737988457646,5,25,-68.14
40,A,Back1,9,1737988457496,1737988457674,6,36,-65.43
40,A,Front3,9,1737988498999,1737988499491,12,39,-60.60
40,A,Front1,9,1737988499154,1737988499477,9,29,-63.03
40,A,Front2,9,1737988499159,1737988499409,8,38,-62.08
40,A,Side2,9,1737988499569,1737988499752,6,27,-57.23
40,A,Side1,9,1737988499571,1737988499754,6,28,-58.96
40,A,Side3,9,1737988499646,1737988499750,4,29,-56.44
40,A,Back1,9,1737988499798,1737988500059,8,37,-65.41
40,A,Back3,9,1737988499952,1737988500027,3,19,-69.19
40,A,Back2,9,1737988499956,1737988500062,4,26,-65.85
